Category;City;Country_Region;Customer_ID;Customer_Name;Order_Date;Order_ID;Order_Profitable;Postal_Code;Product_ID;Product_Name;Region;Row_ID;Segment;Ship_Date;Ship_Mode;Ship_Status;State;Sub_Category;Days_to_Ship_Actual;Days_to_Ship_Scheduled;Discount;Profit;Quantity;Sales;Sales_Forecast
Stationery;San Jose;United States;C0074;Customer 88;2/1/2022;CA-2022-894814;Profitable;50539;STA-7016;Enermax Note Cards;West;218;Corporate;2/5/2022;Standard Class;Shipped Late;New York;Stationery;3;5;0.12%;-35.09;1;487.29;510.27
Furniture;San Antonio;United States;C0020;Customer 82;2/4/2022;CA-2022-458221;Profitable;19539;FUR-7626;Global Deluxe Stacking Chair;South;219;Consumer;2/20/2022;Standard Class;Shipped Late;Indiana;Furniture;4;3;0.12%;101.29;3;238.6;220.67
Stationery;Austin;United States;C0033;Customer 65;1/29/2022;CA-2022-123039;Not Profitable;67439;STA-5004;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;South;220;Consumer;2/3/2022;First Class;Shipped Late;Colorado;Stationery;4;4;0.19%;62;10;964.28;1010.63
Office Supplies;Dallas;United States;C0046;Customer 60;2/3/2022;CA-2022-541873;Not Profitable;12353;OFF-6057;Avery 520;Central;221;Corporate;1/23/2022;First Class;Shipped on Time;Florida;Office Supplies;5;5;0.05%;114.81;5;183.99;168.05
Stationery;Jacksonville;United States;C0035;Customer 72;2/20/2022;CA-2022-594811;Not Profitable;86704;STA-9297;Rogers File Cart;South;222;Consumer;2/8/2022;Second Class;Shipped Late;Ohio;Stationery;5;3;0.16%;36.16;10;202.72;190.62
Furniture;Dallas;United States;C0041;Customer 8;2/16/2022;CA-2022-994682;Not Profitable;60626;FUR-2676;Eldon Expressions Wood and Plastic Desk Accessories;Central;223;Consumer;1/30/2022;Standard Class;Shipped on Time;Michigan;Furniture;3;2;0.11%;-42.28;9;589.4;560.75
Office Supplies;Indianapolis;United States;C0087;Customer 57;1/24/2022;CA-2022-730571;Profitable;12376;OFF-8933;Avery 520;Central;224;Consumer;2/22/2022;Standard Class;Shipped on Time;New York;Office Supplies;5;2;0.14%;125.7;2;63.01;65.88
Stationery;Charlotte;United States;C0049;Customer 93;2/13/2022;CA-2022-824624;Profitable;61223;STA-6119;Enermax Note Cards;South;225;Corporate;2/25/2022;Second Class;Shipped Late;Illinois;Stationery;3;3;0.11%;79.8;4;279.44;290.4
Furniture;Jacksonville;United States;C0041;Customer 2;2/1/2022;CA-2022-157768;Not Profitable;10091;FUR-1349;Eldon Expressions Wood and Plastic Desk Accessories;South;226;Corporate;2/9/2022;First Class;Shipped Late;Texas;Furniture;2;5;0.18%;-41.47;6;882.14;937.68
Furniture;Miami;United States;C0098;Customer 19;2/10/2022;CA-2022-627301;Profitable;46719;FUR-7767;Bush Somerset Collection Bookcase;South;227;Consumer;1/30/2022;Second Class;Shipped on Time;Washington;Furniture;3;5;0.13%;-2.04;7;148.42;133.62
Furniture;Seattle;United States;C0086;Customer 73;1/22/2022;CA-2022-420246;Not Profitable;42477;FUR-2229;Sauder Classic Café Table;West;228;Corporate;2/4/2022;Standard Class;Shipped Early;Arizona;Furniture;3;4;0.09%;148.17;1;889.6;893.39
Office Supplies;Columbus;United States;C0048;Customer 47;2/25/2022;CA-2022-243814;Profitable;75803;OFF-5145;Acco 7-Outlet Surge Protector;East;229;Consumer;2/23/2022;Standard Class;Shipped Late;Ohio;Office Supplies;5;3;0.04%;68.16;4;315.68;319.26
Furniture;Columbus;United States;C0042;Customer 78;2/15/2022;CA-2022-715898;Not Profitable;81304;FUR-7840;Eldon Expressions Wood and Plastic Desk Accessories;East;230;Consumer;1/31/2022;Second Class;Shipped on Time;California;Furniture;3;2;0.18%;-38.42;2;256.49;243.92
Furniture;Miami;United States;C0008;Customer 34;1/26/2022;CA-2022-555944;Not Profitable;50633;FUR-7996;Bush Somerset Collection Bookcase;;231;Corporate;2/4/2022;First Class;Shipped Early;Arizona;Furniture;5;2;0.04%;76.85;10;405.95;386.58
Stationery;Philadelphia;United States;C0068;Customer 33;2/14/2022;CA-2022-207598;Not Profitable;52588;STA-2860;Sanford Pencil Sharpener;East;232;Consumer;2/15/2022;Second Class;Shipped Late;Washington;Stationery;4;2;0.16%;-45.53;6;686.02;693.43
Office Supplies;Charlotte;United States;C0031;Customer 39;2/20/2022;CA-2022-167904;Not Profitable;26808;OFF-5415;Hamilton Beach Microwave;South;233;Consumer;2/8/2022;First Class;Shipped on Time;Ohio;Office Supplies;3;5;0.15%;111.46;10;336.88;326.6
Office Supplies;San Diego;United States;C0091;Customer 85;2/17/2022;CA-2022-503961;Profitable;24718;OFF-1118;Wilson Jones Legal Size Ring Binders;West;234;Corporate;1/23/2022;Second Class;Shipped Early;Ohio;Office Supplies;3;2;0.1%;67.57;9;928.69;1014.31
Stationery;Chicago;United States;C0064;Customer 57;1/30/2022;CA-2022-201104;Not Profitable;28718;STA-2543;Eldon Fold 'N Roll Cart;Central;235;Consumer;2/13/2022;Second Class;Shipped on Time;California;Stationery;2;2;0.19%;103.57;7;710.96;663.63
Office Supplies;Detroit;United States;C0009;Customer 53;2/1/2022;CA-2022-130394;Not Profitable;47980;OFF-4869;Avery 520;Central;236;Corporate;2/15/2022;Second Class;Shipped on Time;Ohio;Office Supplies;3;3;0.11%;104.48;5;765.34;809.64
Stationery;New York City;United States;C0023;Customer 72;1/31/2022;CA-2022-241996;Not Profitable;93073;STA-8382;Fellowes Bankers Box Stacking Storage Boxes;East;237;Corporate;2/25/2022;Standard Class;Shipped Early;North Carolina;Stationery;5;5;0.11%;15.65;4;191.65;195.93
Stationery;Jacksonville;United States;C0071;Customer 47;2/6/2022;CA-2022-775520;Profitable;48355;STA-6070;Eldon Fold 'N Roll Cart;South;238;Corporate;2/12/2022;Standard Class;Shipped Late;Illinois;Stationery;5;2;0%;-24.1;9;450.82;474.66
Furniture;Charlotte;United States;C0097;Customer 57;2/23/2022;CA-2022-156679;Profitable;40204;FUR-6429;Novimex Executive Leather Armchair;South;239;Corporate;2/6/2022;Standard Class;Shipped Early;Ohio;Furniture;5;5;0.07%;10.83;1;862.57;923.27
Stationery;Los Angeles;United States;C0017;Customer 89;2/11/2022;CA-2022-231588;Profitable;48128;STA-9462;Sanford Pencil Sharpener;West;240;Corporate;2/11/2022;Standard Class;Shipped Late;Ohio;Stationery;5;3;0.01%;30.46;1;425.22;424.17
Furniture;Phoenix;United States;C0019;Customer 24;1/24/2022;CA-2022-929377;Not Profitable;75023;FUR-5116;Novimex Executive Leather Armchair;West;241;Corporate;1/31/2022;Standard Class;Shipped on Time;New York;Furniture;3;4;0.03%;133.99;6;628.82;637.71
Furniture;Philadelphia;United States;C0012;Customer 78;2/20/2022;CA-2022-842753;Not Profitable;36927;FUR-9028;Bretford CR4500 Series Slim Rectangular Table;East;242;Consumer;2/17/2022;First Class;Shipped on Time;Colorado;Furniture;2;5;0.03%;34.35;3;76.85;75.58
Furniture;San Antonio;United States;C0022;Customer 88;2/5/2022;CA-2022-653227;Profitable;48942;FUR-4749;Eldon Expressions Wood and Plastic Desk Accessories;South;243;Corporate;1/28/2022;Second Class;Shipped on Time;Arizona;Furniture;2;3;0.01%;-43.84;9;697.72;697.11
Furniture;Philadelphia;United States;C0094;Customer 39;2/9/2022;CA-2022-926517;Not Profitable;74469;FUR-9638;Novimex Executive Leather Armchair;East;244;Consumer;1/28/2022;Second Class;Shipped Late;Michigan;Furniture;4;3;0.16%;-15.34;1;677.29;619.5
Office Supplies;San Francisco;United States;C0025;Customer 87;2/4/2022;CA-2022-683288;Profitable;21699;OFF-7287;Acco 7-Outlet Surge Protector;West;245;Corporate;2/1/2022;Standard Class;Shipped on Time;Texas;Office Supplies;5;2;0.03%;-9.09;7;580.71;564.16
Office Supplies;Charlotte;United States;C0063;Customer 13;1/21/2022;CA-2022-803704;Not Profitable;67124;OFF-6577;Wilson Jones Legal Size Ring Binders;South;246;Consumer;2/14/2022;First Class;Shipped on Time;Colorado;Office Supplies;5;3;0.01%;-34.12;4;687.42;749.97
Office Supplies;Miami;United States;C0012;Customer 87;2/8/2022;CA-2022-479876;Profitable;11641;OFF-3045;Panasonic KX-P7100 Dot Matrix Printer;South;247;Corporate;2/21/2022;Standard Class;Shipped Late;Florida;Office Supplies;5;5;0.13%;48.6;1;989.46;1007.95
Furniture;Columbus;United States;C0018;Customer 86;2/22/2022;CA-2022-533105;Profitable;21407;FUR-5116;Sauder Classic Café Table;East;248;Corporate;2/25/2022;First Class;Shipped Early;Illinois;Furniture;5;5;0.19%;-23.61;3;982.12;967.37
Stationery;San Diego;United States;C0012;Customer 9;2/11/2022;CA-2022-458581;Profitable;27602;STA-9045;Avery 492;West;249;Corporate;1/29/2022;Standard Class;Shipped Late;Arizona;Stationery;3;5;0.08%;-36.88;6;489.99;454.55
Office Supplies;Jacksonville;United States;C0033;Customer 99;2/5/2022;CA-2022-320613;Not Profitable;86298;OFF-5838;Wilson Jones Legal Size Ring Binders;South;250;Consumer;2/17/2022;Standard Class;Shipped Early;Florida;Office Supplies;2;4;0.1%;-16.05;2;488.26;475.14
Stationery;Seattle;United States;C0038;Customer 74;2/23/2022;CA-2022-648792;Not Profitable;83700;STA-5129;Avery 492;West;251;Corporate;2/20/2022;Second Class;Shipped Late;New York;Stationery;2;5;0.19%;23.47;4;178.65;171.09
Furniture;Phoenix;United States;C0011;Customer 8;2/9/2022;CA-2022-232685;Profitable;80343;FUR-9361;Global Deluxe Stacking Chair;West;252;Consumer;1/29/2022;First Class;Shipped Early;Indiana;Furniture;2;4;0.03%;93.08;1;162.57;166.89
Furniture;Austin;United States;C0029;Customer 5;2/7/2022;CA-2022-240635;Not Profitable;44700;FUR-9119;Sauder Classic Café Table;South;253;Consumer;1/23/2022;Second Class;Shipped Late;North Carolina;Furniture;4;4;0.11%;77.89;5;927.31;949.26
Stationery;Los Angeles;United States;C0066;Customer 81;1/27/2022;CA-2022-962913;Profitable;29972;STA-4242;Avery 508;West;254;Consumer;2/17/2022;First Class;Shipped on Time;Florida;Stationery;4;4;0.14%;-45.98;5;277.99;272.06
Office Supplies;Seattle;United States;C0097;Customer 1;2/23/2022;CA-2022-870923;Not Profitable;98896;OFF-3579;OIC Colored Binder Clips;West;255;Corporate;2/27/2022;First Class;Shipped Early;Washington;Office Supplies;2;4;0.18%;140.13;7;112.33;115.29
Office Supplies;Houston;United States;C0064;Customer 82;1/29/2022;CA-2022-797039;Profitable;21659;OFF-4353;Panasonic KX-P7100 Dot Matrix Printer;South;256;Corporate;2/10/2022;Second Class;Shipped Early;Illinois;Office Supplies;3;5;0.17%;2.28;9;695.9;638.8
Furniture;San Antonio;United States;C0055;Customer 78;2/2/2022;CA-2022-428712;Not Profitable;47520;FUR-8822;Novimex Executive Leather Armchair;South;257;Corporate;2/27/2022;First Class;Shipped Early;Pennsylvania;Furniture;2;5;0.08%;137.65;1;335.08;340.61
Office Supplies;Seattle;United States;C0030;Customer 99;2/25/2022;CA-2022-256670;Profitable;59512;OFF-1302;Wilson Jones Legal Size Ring Binders;West;258;Corporate;1/31/2022;Standard Class;Shipped Late;Florida;Office Supplies;5;2;0.19%;132.79;7;448.98;481.24
Stationery;Houston;United States;C0040;Customer 47;2/9/2022;CA-2022-941120;Not Profitable;92361;STA-6501;Avery 476;South;259;Corporate;1/23/2022;Second Class;Shipped Early;Indiana;Stationery;5;5;0.09%;9.41;7;817.8;741.19
Stationery;San Diego;United States;C0030;Customer 45;2/15/2022;CA-2022-250129;Profitable;10585;STA-2049;Enermax Note Cards;West;260;Consumer;1/27/2022;Standard Class;Shipped Early;Colorado;Stationery;2;5;0.11%;-38.85;2;294.06;291.51
Stationery;Phoenix;United States;C0013;Customer 97;2/25/2022;CA-2022-346425;Not Profitable;96145;STA-9457;Sanford Pencil Sharpener;West;261;Consumer;2/22/2022;Standard Class;Shipped Early;Arizona;Stationery;2;2;0.02%;-7.07;4;350.24;359.66
Stationery;San Antonio;United States;C0079;Customer 9;2/6/2022;CA-2022-785648;Profitable;45328;STA-7323;Eldon Fold 'N Roll Cart;South;262;Consumer;1/30/2022;Second Class;Shipped Late;Colorado;Stationery;5;5;0.12%;144.72;6;530.42;558.26
Stationery;Dallas;United States;C0080;Customer 12;1/29/2022;CA-2022-232295;Not Profitable;32115;STA-7737;Avery 492;Central;263;Corporate;2/3/2022;First Class;Shipped on Time;Washington;Stationery;3;4;0.15%;146.31;8;867.76;785.15
Furniture;Jacksonville;United States;C0080;Customer 86;2/2/2022;CA-2022-934413;Not Profitable;63784;FUR-6363;Sauder Classic Café Table;South;264;Corporate;1/23/2022;Second Class;Shipped Early;New York;Furniture;4;4;0.01%;-4.4;4;135.26;145.78
Stationery;Charlotte;United States;C0032;Customer 24;1/21/2022;CA-2022-984285;Profitable;64013;STA-9650;Avery 492;South;265;Consumer;1/21/2022;First Class;Shipped Early;Ohio;Stationery;2;4;0.14%;91.2;3;555.36;584.43
Furniture;Seattle;United States;C0019;Customer 13;1/29/2022;CA-2022-128663;Profitable;37652;FUR-4733;Bush Somerset Collection Bookcase;West;266;Corporate;2/18/2022;Second Class;Shipped Late;Washington;Furniture;4;3;0.09%;5.82;2;324.71;342
Stationery;San Francisco;United States;C0024;Customer 93;2/11/2022;CA-2022-743539;Profitable;53299;STA-9577;Xerox 1980 Black & White Digital Copier;West;267;Consumer;1/27/2022;First Class;Shipped on Time;North Carolina;Stationery;3;4;0.12%;44.5;9;529.1;547.71
Furniture;Chicago;United States;C0050;Customer 99;1/21/2022;CA-2022-348172;Not Profitable;77530;FUR-2842;Bush Somerset Collection Bookcase;Central;268;Consumer;2/15/2022;First Class;Shipped Late;Pennsylvania;Furniture;3;2;0.19%;111.2;9;460.71;505.32
Stationery;New York City;United States;C0054;Customer 18;2/10/2022;CA-2022-320459;Not Profitable;70849;STA-2590;Avery 508;East;269;Consumer;2/7/2022;Second Class;Shipped Late;Indiana;Stationery;3;4;0.15%;121.79;5;773.22;844.99
Furniture;Los Angeles;United States;C0093;Customer 1;1/26/2022;CA-2022-337916;Profitable;19615;FUR-1491;Bush Somerset Collection Bookcase;West;270;Consumer;2/7/2022;Second Class;Shipped on Time;North Carolina;Furniture;2;4;0.15%;27.83;6;591.68;636.45
Stationery;Indianapolis;United States;C0077;Customer 24;2/24/2022;CA-2022-373787;Not Profitable;26069;STA-9009;Eldon Fold 'N Roll Cart;Central;271;Consumer;2/4/2022;Second Class;Shipped Early;Florida;Stationery;5;5;0.13%;105.44;4;923.89;981.24
Stationery;Chicago;United States;C0031;Customer 42;2/10/2022;CA-2022-298910;Not Profitable;46560;STA-8960;Sanford Pencil Sharpener;Central;272;Consumer;2/19/2022;First Class;Shipped Early;Washington;Stationery;5;3;0.04%;52.7;9;581.35;548.95
Furniture;Denver;United States;C0066;Customer 51;2/8/2022;CA-2022-486887;Not Profitable;48928;FUR-3681;Global Deluxe High-Back Manager's Chair;West;273;Corporate;2/4/2022;Second Class;Shipped Early;New York;Furniture;3;2;0.03%;88.15;10;934.57;845.21
Furniture;Indianapolis;United States;C0065;Customer 14;2/17/2022;CA-2022-178780;Profitable;23735;FUR-1755;Chromcraft Bull-Nose Wood Oval Conference Table;Central;274;Corporate;1/26/2022;First Class;Shipped Late;Pennsylvania;Furniture;4;2;0.01%;77.98;5;760.24;835.55
Office Supplies;Indianapolis;United States;C0045;Customer 69;2/12/2022;CA-2022-356875;Not Profitable;72715;OFF-4128;Panasonic KX-P7100 Dot Matrix Printer;Central;275;Consumer;2/20/2022;Second Class;Shipped Early;Ohio;Office Supplies;5;5;0.02%;37.83;5;675.92;694.07
Stationery;Jacksonville;United States;C0044;Customer 52;1/26/2022;CA-2022-934632;Profitable;69369;STA-5492;Avery 476;South;276;Consumer;1/22/2022;First Class;Shipped on Time;Pennsylvania;Stationery;4;2;0.1%;-14.84;3;424.25;413.39
Office Supplies;Phoenix;United States;C0094;Customer 96;2/23/2022;CA-2022-612066;Not Profitable;75147;OFF-6386;Wilson Jones Legal Size Ring Binders;West;277;Consumer;2/13/2022;Standard Class;Shipped on Time;Indiana;Office Supplies;5;4;0.03%;30.89;8;230.53;207.65
Office Supplies;Houston;United States;C0041;Customer 55;2/6/2022;CA-2022-818496;Not Profitable;74847;OFF-4243;Hamilton Beach Microwave;South;278;Consumer;1/23/2022;Standard Class;Shipped on Time;Colorado;Office Supplies;4;4;0.08%;81.76;2;239.02;253.7
Stationery;Miami;United States;C0004;Customer 6;2/1/2022;CA-2022-252250;Profitable;33767;STA-1507;Avery 492;South;279;Corporate;2/20/2022;Second Class;Shipped on Time;New York;Stationery;4;2;0.04%;123.43;9;236.18;230.04
Stationery;San Francisco;United States;C0070;Customer 66;2/1/2022;CA-2022-343883;Not Profitable;35375;STA-4285;Avery 492;West;280;Consumer;2/10/2022;First Class;Shipped Early;North Carolina;Stationery;5;2;0.05%;-38.24;2;802.81;734.15
Furniture;Miami;United States;C0096;Customer 57;1/25/2022;CA-2022-137802;Not Profitable;26842;FUR-4677;Eldon Expressions Wood and Plastic Desk Accessories;South;281;Corporate;1/28/2022;Standard Class;Shipped Early;Pennsylvania;Furniture;5;3;0.2%;59.19;1;824.99;879.51
Office Supplies;Seattle;United States;C0061;Customer 4;2/6/2022;CA-2022-721160;Profitable;73122;OFF-6917;Ibico Plastic Spiral Binding Combs;West;282;Consumer;2/13/2022;Second Class;Shipped Late;Michigan;Office Supplies;5;3;0.04%;91.93;9;786.47;787.56
Office Supplies;San Francisco;United States;C0033;Customer 35;2/19/2022;CA-2022-531264;Profitable;65362;OFF-4529;OIC Colored Binder Clips;West;283;Consumer;2/8/2022;Standard Class;Shipped Late;Colorado;Office Supplies;4;5;0.18%;51.38;8;482.59;447.14
Stationery;Denver;United States;C0084;Customer 24;2/24/2022;CA-2022-575783;Profitable;62300;STA-3236;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;West;284;Corporate;1/27/2022;First Class;Shipped on Time;Pennsylvania;Stationery;4;5;0%;132.26;3;251.25;234.94
Furniture;Indianapolis;United States;C0015;Customer 6;1/31/2022;CA-2022-469941;Not Profitable;14326;FUR-4771;Hon Deluxe Fabric Micro Chair;Central;285;Corporate;2/20/2022;Standard Class;Shipped Late;Colorado;Furniture;3;2;0.12%;15.12;9;653.21;636.54
Furniture;Los Angeles;United States;C0028;Customer 85;1/26/2022;CA-2022-583979;Not Profitable;61374;FUR-6057;Bretford CR4500 Series Slim Rectangular Table;West;286;Corporate;2/7/2022;Second Class;Shipped Late;Indiana;Furniture;4;4;0.08%;25.44;8;564.17;509.73
Office Supplies;Seattle;United States;C0016;Customer 24;2/12/2022;CA-2022-851709;Not Profitable;84685;OFF-1660;Avery 520;West;287;Consumer;2/10/2022;Second Class;Shipped on Time;Arizona;Office Supplies;2;4;0.09%;-13.54;9;877.83;879.39
Furniture;Detroit;United States;C0012;Customer 36;1/27/2022;CA-2022-118136;Not Profitable;92385;FUR-3925;Novimex Executive Leather Armchair;Central;288;Consumer;1/26/2022;Second Class;Shipped Late;Colorado;Furniture;3;4;0.16%;145.79;9;598.2;656.67
Stationery;San Diego;United States;C0005;Customer 71;2/27/2022;CA-2022-371725;Profitable;91508;STA-3358;Fellowes Bankers Box Stacking Storage Boxes;West;289;Corporate;2/13/2022;Second Class;Shipped Late;Illinois;Stationery;5;3;0.03%;-4.45;1;347.51;326.99
Furniture;Charlotte;United States;C0042;Customer 93;2/24/2022;CA-2022-617126;Profitable;98647;FUR-2890;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";South;290;Consumer;2/24/2022;Second Class;Shipped Late;New York;Furniture;2;2;0.03%;121.87;2;199.81;198.73
Office Supplies;Columbus;United States;C0092;Customer 26;2/4/2022;CA-2022-579391;Profitable;25466;OFF-1160;Wilson Jones Legal Size Ring Binders;East;291;Consumer;2/12/2022;Standard Class;Shipped on Time;Texas;Office Supplies;2;2;0.16%;-7.73;1;290.46;313.43
Stationery;Dallas;United States;C0044;Customer 99;1/31/2022;CA-2022-556393;Profitable;92562;STA-9130;Enermax Note Cards;Central;292;Corporate;1/23/2022;First Class;Shipped Late;Ohio;Stationery;3;2;0.13%;-41.14;6;307.72;297.91
Stationery;Chicago;United States;C0078;Customer 73;2/17/2022;CA-2022-326553;Not Profitable;45032;STA-8929;Avery 476;Central;293;Consumer;2/2/2022;Standard Class;Shipped on Time;Indiana;Stationery;5;3;0.07%;94.07;3;173.99;171.49
Office Supplies;San Antonio;United States;C0006;Customer 38;1/29/2022;CA-2022-354012;Not Profitable;68476;OFF-3450;Staples;South;294;Consumer;2/14/2022;First Class;Shipped Early;Illinois;Office Supplies;3;3;0.17%;31.09;6;405.03;426.98
Stationery;Los Angeles;United States;C0034;Customer 69;2/27/2022;CA-2022-259184;Profitable;81248;STA-8116;Avery 492;West;295;Corporate;2/25/2022;First Class;Shipped Early;Ohio;Stationery;2;3;0.13%;140.77;10;736.66;748.04
Office Supplies;Dallas;United States;C0042;Customer 65;2/11/2022;CA-2022-101081;Not Profitable;16468;OFF-5296;Staples;Central;296;Consumer;2/13/2022;First Class;Shipped Late;North Carolina;Office Supplies;5;4;0.03%;90.2;10;376.89;360.76
Office Supplies;Dallas;United States;C0001;Customer 11;2/18/2022;CA-2022-158776;Profitable;13517;OFF-5317;Sanford Colorific Colored Pencils;Central;297;Corporate;2/9/2022;Second Class;Shipped Early;Arizona;Office Supplies;4;3;0.06%;138.28;10;637.52;669.64
Furniture;Charlotte;United States;;Customer 4;1/26/2022;CA-2022-812978;Profitable;84062;FUR-9336;Sauder Classic Café Table;South;298;Corporate;1/29/2022;First Class;Shipped on Time;Illinois;Furniture;5;3;0.09%;124.88;6;232.01;242.67
Furniture;Seattle;United States;C0052;Customer 22;1/25/2022;CA-2022-170244;Profitable;46521;FUR-5995;Global Deluxe High-Back Manager's Chair;West;299;Consumer;2/12/2022;Standard Class;Shipped on Time;Pennsylvania;Furniture;5;3;0.12%;130.86;7;850.19;783.9
Stationery;Jacksonville;United States;C0020;Customer 10;2/20/2022;CA-2022-611329;Not Profitable;46258;STA-6886;Fellowes Bankers Box Stacking Storage Boxes;South;300;Corporate;1/21/2022;Second Class;Shipped on Time;Pennsylvania;Stationery;2;5;0.01%;-49.14;8;862.72;891.06
Stationery;New York City;United States;C0052;Customer 6;2/21/2022;CA-2022-880344;Profitable;62967;STA-3508;Avery 476;East;301;Corporate;2/1/2022;First Class;Shipped on Time;California;Stationery;3;4;0%;97.47;8;590.47;619.58
Furniture;Los Angeles;United States;C0070;Customer 38;2/7/2022;CA-2022-939919;Not Profitable;41131;FUR-7528;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";West;302;Consumer;2/5/2022;First Class;Shipped Early;Florida;Furniture;4;4;0.15%;5.47;7;536.23;516.73
Stationery;Jacksonville;United States;C0069;Customer 76;2/21/2022;CA-2022-627662;Not Profitable;17511;STA-3100;Eldon Fold 'N Roll Cart;South;303;Consumer;2/22/2022;Second Class;Shipped Late;Illinois;Stationery;4;5;0.14%;60.44;4;798.7;760.81
Furniture;Columbus;United States;C0096;Customer 24;2/27/2022;CA-2022-299569;Profitable;72884;FUR-4777;Sauder Classic Café Table;East;304;Corporate;2/20/2022;Second Class;Shipped Early;Ohio;Furniture;3;4;0.14%;-22.31;2;80.97;86.14
Stationery;Indianapolis;United States;C0095;Customer 6;1/31/2022;CA-2022-656870;Profitable;99452;STA-8043;Rogers File Cart;Central;305;Corporate;2/4/2022;First Class;Shipped Late;North Carolina;Stationery;4;2;0%;-48.54;7;653.46;643.1
Furniture;Dallas;United States;C0026;Customer 70;2/9/2022;CA-2022-352581;Not Profitable;55112;FUR-4160;Chromcraft Bull-Nose Wood Oval Conference Table;Central;306;Consumer;2/5/2022;First Class;Shipped Late;Colorado;Furniture;2;2;0.08%;58.13;10;431.94;394.77
Stationery;Phoenix;United States;C0067;Customer 36;1/31/2022;CA-2022-135362;Not Profitable;84179;STA-6344;Xerox 1980 Black & White Digital Copier;West;307;Consumer;1/30/2022;Standard Class;Shipped Early;Florida;Stationery;2;4;0.05%;68.03;4;186.7;199.7
Furniture;Indianapolis;United States;C0017;Customer 41;1/26/2022;CA-2022-265927;Not Profitable;21377;FUR-3067;Novimex Executive Leather Armchair;Central;308;Corporate;2/11/2022;Standard Class;Shipped Early;Texas;Furniture;2;5;0.15%;-26.81;6;977.05;1046.85
Stationery;San Diego;United States;C0044;Customer 98;2/1/2022;CA-2022-207474;Not Profitable;16116;STA-9191;Fellowes Bankers Box Stacking Storage Boxes;West;309;Consumer;1/24/2022;First Class;Shipped Early;Michigan;Stationery;2;4;0.08%;51.07;5;878.1;898.93
Stationery;Jacksonville;United States;C0065;Customer 12;2/11/2022;CA-2022-741360;Not Profitable;98099;STA-9242;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;South;310;Corporate;2/16/2022;Standard Class;Shipped on Time;Pennsylvania;Stationery;2;4;0.06%;-44.38;10;597.29;578.45
Furniture;Miami;United States;C0023;Customer 60;2/4/2022;CA-2022-112180;Not Profitable;39666;FUR-1973;Sauder Classic Café Table;South;311;Corporate;2/6/2022;Standard Class;Shipped Late;Washington;Furniture;4;5;0.09%;-26.53;8;214.87;230.55
Furniture;San Antonio;United States;C0044;Customer 38;1/25/2022;CA-2022-392445;Profitable;22986;FUR-3415;Hon Deluxe Fabric Micro Chair;South;312;Corporate;1/25/2022;Standard Class;Shipped Late;Washington;Furniture;3;2;0.13%;77.7;3;81.51;87.96
Office Supplies;Jacksonville;United States;C0094;Customer 59;2/2/2022;CA-2022-956526;Not Profitable;50686;OFF-9109;Wilson Jones Legal Size Ring Binders;South;313;Corporate;1/23/2022;First Class;Shipped Early;Pennsylvania;Office Supplies;3;2;0.2%;45.72;4;181.74;165.1
Furniture;New York City;United States;C0097;Customer 72;2/8/2022;CA-2022-230618;Not Profitable;30283;FUR-7960;Sauder Classic Café Table;East;314;Corporate;2/5/2022;Second Class;Shipped Late;New York;Furniture;5;5;0.05%;70.84;7;249.75;251.66
Office Supplies;Denver;United States;C0062;Customer 52;1/26/2022;CA-2022-795356;Profitable;24547;OFF-7544;Sanford Colorific Colored Pencils;West;315;Consumer;1/27/2022;First Class;Shipped on Time;Arizona;Office Supplies;3;3;0.08%;47.38;3;109.97;116.33
Office Supplies;Chicago;United States;C0037;Customer 19;2/4/2022;CA-2022-841040;Profitable;68746;OFF-3270;OIC Colored Binder Clips;Central;316;Consumer;2/14/2022;Second Class;Shipped on Time;Pennsylvania;Office Supplies;4;5;0.12%;-36.93;6;957.44;948.56
Office Supplies;Seattle;United States;C0014;Customer 30;2/21/2022;CA-2022-355525;Profitable;79870;OFF-2340;Acco 7-Outlet Surge Protector;West;317;Corporate;2/27/2022;Second Class;Shipped Late;Michigan;Office Supplies;2;5;0.08%;35.67;3;203.91;211.64
Stationery;San Antonio;United States;C0074;Customer 44;2/1/2022;CA-2022-289045;Not Profitable;12610;STA-6930;Rogers File Cart;South;318;Corporate;1/22/2022;Second Class;Shipped Late;Florida;Stationery;4;4;0.18%;92.58;9;824.99;895.81
Stationery;Indianapolis;United States;C0024;Customer 69;1/28/2022;CA-2022-215484;Profitable;40873;STA-1141;Avery 508;Central;319;Consumer;2/14/2022;Standard Class;Shipped Late;Michigan;Stationery;4;3;0.08%;61.1;2;296.85;302
Office Supplies;Houston;United States;C0087;Customer 87;2/22/2022;CA-2022-780294;Not Profitable;60021;OFF-2072;Staples;South;320;Corporate;2/9/2022;First Class;Shipped on Time;North Carolina;Office Supplies;2;5;0.18%;-22.61;7;527.81;489.95
