Category,City,Country_Region,Customer_ID,Customer_Name,Order_Date,Order_ID,Order_Profitable,Postal_Code,Product_ID,Product_Name,Region,Row_ID,Segment,Ship_Date,Ship_Mode,Ship_Status,State,Sub_Category,Days_to_Ship_Actual,Days_to_Ship_Scheduled,Discount,Profit,Quantity,Sales,Sales_Forecast
Office Supplies,Palm Coast,United States,AP-10915,Arthur Prichep,03-09-22,CA-2022-146136,Profitable,32137,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",South,712,Consumer,07-09-22,Standard Class,Shipped Early,Florida,Envelopes,4,6,20.00%,9,4,24,37
Office Supplies,Mount Vernon,United States,RS-19765,Roland Schwarz,19-05-22,US-2022-100048,Profitable,10550,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,East,713,Corporate,24-05-22,Standard Class,Shipped Early,New York,Appliances,5,6,0.00%,110,6,281,421
Technology,Mount Vernon,United States,RS-19765,Roland Schwarz,19-05-22,US-2022-100048,Profitable,10550,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,East,714,Corporate,24-05-22,Standard Class,Shipped Early,New York,Phones,5,6,0.00%,89,2,308,461
Technology,Mount Vernon,United States,RS-19765,Roland Schwarz,19-05-22,US-2022-100048,Profitable,10550,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,East,715,Corporate,24-05-22,Standard Class,Shipped Early,New York,Accessories,5,6,0.00%,114,3,300,449
Office Supplies,Seattle,United States,Dl-13600,Dorris liebe,01-07-19,CA-2019-153150,Profitable,98105,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,West,716,Corporate,06-07-19,Second Class,Shipped Late,Washington,Binders,5,3,20.00%,7,5,20,30
Furniture,Dover,United States,SV-20365,Seth Vernon,11-01-19,CA-2019-130092,Profitable,19901,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",East,717,Consumer,14-01-19,First Class,Shipped Late,Delaware,Furnishings,3,1,0.00%,3,2,10,15
Furniture,Newark,United States,KC-16540,Kelly Collister,24-09-22,CA-2022-108910,Profitable,43055,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,718,Consumer,29-09-22,Standard Class,Shipped Early,Ohio,Furnishings,5,6,20.00%,24,3,103,154
Office Supplies,Orem,United States,CK-12325,Christine Kargatis,02-06-19,CA-2019-104472,Profitable,84057,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,West,719,Home Office,07-06-19,Standard Class,Shipped Early,Utah,Binders,5,6,20.00%,19,3,60,90
Furniture,Orem,United States,CK-12325,Christine Kargatis,02-06-19,CA-2019-104472,Profitable,84057,FUR-FU-10000246,Aluminum Document Frame,West,720,Home Office,07-06-19,Standard Class,Shipped Early,Utah,Furnishings,5,6,0.00%,22,6,73,110
Office Supplies,Los Angeles,United States,RD-19810,Ross DeVincentis,13-02-21,CA-2021-112942,Profitable,90045,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,West,721,Home Office,18-02-21,Standard Class,Shipped Early,California,Paper,5,6,0.00%,73,3,147,220
Furniture,Detroit,United States,MP-17965,Michael Paige,15-12-21,CA-2021-142335,Profitable,48205,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Central,722,Corporate,19-12-21,Standard Class,Shipped Early,Michigan,Tables,4,6,0.00%,231,3,1653,2475
Office Supplies,Detroit,United States,MP-17965,Michael Paige,15-12-21,CA-2021-142335,Profitable,48205,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Central,723,Corporate,19-12-21,Standard Class,Shipped Early,Michigan,Storage,4,6,0.00%,80,3,296,444
Furniture,Philadelphia,United States,MR-17545,Mathew Reese,07-10-19,CA-2019-117429,Profitable,19140,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",East,724,Home Office,13-10-19,Standard Class,Shipped On Time,Pennsylvania,Furnishings,6,6,20.00%,21,5,130,195
Office Supplies,Hialeah,United States,SC-20695,Steve Chapman,07-07-21,CA-2021-114713,Profitable,33012,OFF-SU-10004664,Acme Softgrip Scissors,South,725,Corporate,12-07-21,Standard Class,Shipped Early,Florida,Supplies,5,6,20.00%,5,7,46,68
Office Supplies,Austin,United States,JF-15355,Jay Fein,16-09-22,CA-2022-144113,Profitable,78745,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Central,726,Consumer,20-09-22,Standard Class,Shipped Early,Texas,Envelopes,4,6,20.00%,6,2,18,26
Technology,Austin,United States,JF-15355,Jay Fein,16-09-22,CA-2022-144113,Profitable,78745,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Central,727,Consumer,20-09-22,Standard Class,Shipped Early,Texas,Phones,4,6,20.00%,6,1,56,84
Office Supplies,Oceanside,United States,EG-13900,Emily Grady,03-12-21,US-2021-150861,Profitable,11572,OFF-PA-10001954,Xerox 1964,East,728,Consumer,06-12-21,First Class,Shipped Late,New York,Paper,3,1,0.00%,84,8,183,274
Furniture,Oceanside,United States,EG-13900,Emily Grady,03-12-21,US-2021-150861,Profitable,11572,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",East,729,Consumer,06-12-21,First Class,Shipped Late,New York,Tables,3,1,40.00%,-153,2,400,599
Office Supplies,Oceanside,United States,EG-13900,Emily Grady,03-12-21,US-2021-150861,Profitable,11572,OFF-ST-10004634,"Personal Folder Holder, Ebony",East,730,Consumer,06-12-21,First Class,Shipped Late,New York,Storage,3,1,0.00%,10,3,34,50
Furniture,Oceanside,United States,EG-13900,Emily Grady,03-12-21,US-2021-150861,Profitable,11572,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,731,Consumer,06-12-21,First Class,Shipped Late,New York,Chairs,3,1,10.00%,102,3,543,813
Office Supplies,Oceanside,United States,EG-13900,Emily Grady,03-12-21,US-2021-150861,Profitable,11572,OFF-LA-10001317,Avery 520,East,732,Consumer,06-12-21,First Class,Shipped Late,New York,Labels,3,1,0.00%,3,2,6,9
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-22,CA-2022-131954,Profitable,98115,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,West,733,Home Office,25-01-22,Standard Class,Shipped Early,Washington,Storage,4,6,0.00%,10,3,243,364
Technology,Seattle,United States,DS-13030,Darrin Sayre,21-01-22,CA-2022-131954,Profitable,98115,TEC-AC-10003610,Logitech Illuminated - Keyboard,West,734,Home Office,25-01-22,Standard Class,Shipped Early,Washington,Accessories,4,6,0.00%,86,3,180,270
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-22,CA-2022-131954,Profitable,98115,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,West,735,Home Office,25-01-22,Standard Class,Shipped Early,Washington,Binders,4,6,20.00%,34,6,100,149
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-22,CA-2022-131954,Profitable,98115,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,736,Home Office,25-01-22,Standard Class,Shipped Early,Washington,Binders,4,6,20.00%,9,4,28,42
Furniture,Seattle,United States,DS-13030,Darrin Sayre,21-01-22,CA-2022-131954,Profitable,98115,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,West,737,Home Office,25-01-22,Standard Class,Shipped Early,Washington,Bookcases,4,6,0.00%,19,1,85,127
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-22,CA-2022-131954,Profitable,98115,OFF-BI-10000138,Acco Translucent Poly Ring Binders,West,738,Home Office,25-01-22,Standard Class,Shipped Early,Washington,Binders,4,6,20.00%,7,5,19,28
Technology,San Francisco,United States,GZ-14470,Gary Zandusky,08-09-19,CA-2019-132500,Profitable,94110,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,West,739,Consumer,12-09-19,Standard Class,Shipped Early,California,Accessories,4,6,0.00%,8,2,50,75
Office Supplies,Naperville,United States,PO-19195,Phillina Ober,04-01-19,CA-2019-112326,Unprofitable,60540,OFF-LA-10003223,Avery 508,Central,740,Home Office,08-01-19,Standard Class,Shipped Early,Illinois,Labels,4,6,20.00%,4,3,12,18
Office Supplies,Naperville,United States,PO-19195,Phillina Ober,04-01-19,CA-2019-112326,Unprofitable,60540,OFF-ST-10002743,SAFCO Boltless Steel Shelving,Central,741,Home Office,08-01-19,Standard Class,Shipped Early,Illinois,Storage,4,6,20.00%,-65,3,273,408
Office Supplies,Naperville,United States,PO-19195,Phillina Ober,04-01-19,CA-2019-112326,Unprofitable,60540,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Central,742,Home Office,08-01-19,Standard Class,Shipped Early,Illinois,Binders,4,6,80.00%,-5,2,4,5
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-21,US-2021-146710,Unprofitable,75220,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Central,743,Consumer,01-09-21,Standard Class,Shipped Early,Texas,Supplies,5,6,20.00%,-11,5,52,77
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-21,US-2021-146710,Unprofitable,75220,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Central,744,Consumer,01-09-21,Standard Class,Shipped Early,Texas,Paper,5,6,20.00%,1,1,4,5
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-21,US-2021-146710,Unprofitable,75220,OFF-PA-10004971,Xerox 196,Central,745,Consumer,01-09-21,Standard Class,Shipped Early,Texas,Paper,5,6,20.00%,2,1,5,7
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-21,US-2021-146710,Unprofitable,75220,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Central,746,Consumer,01-09-21,Standard Class,Shipped Early,Texas,Supplies,5,6,20.00%,6,4,55,83
Furniture,San Diego,United States,MH-17785,Maya Herman,27-05-19,CA-2019-124429,Unprofitable,92105,FUR-TA-10002607,KI Conference Tables,West,747,Corporate,27-05-19,Same Day,Shipped On Time,California,Tables,0,0,20.00%,-28,10,567,849
Office Supplies,San Diego,United States,MH-17785,Maya Herman,27-05-19,CA-2019-124429,Unprofitable,92105,OFF-ST-10001809,Fellowes Officeware Wire Shelving,West,748,Corporate,27-05-19,Same Day,Shipped On Time,California,Storage,0,0,0.00%,7,4,359,538
Technology,Evanston,United States,PB-19105,Peter Bühler,20-03-21,CA-2021-150889,Profitable,60201,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,Central,749,Consumer,22-03-21,Second Class,Shipped Early,Illinois,Phones,2,3,20.00%,1,1,12,18
Office Supplies,Trenton,United States,RF-19735,Roland Fjeld,02-10-22,CA-2022-126074,Profitable,48183,OFF-BI-10003638,GBC Durable Plastic Covers,Central,750,Consumer,06-10-22,Standard Class,Shipped Early,Michigan,Binders,4,6,0.00%,27,3,58,87
Furniture,Trenton,United States,RF-19735,Roland Fjeld,02-10-22,CA-2022-126074,Profitable,48183,FUR-FU-10003577,Nu-Dell Leatherette Frames,Central,751,Consumer,06-10-22,Standard Class,Shipped Early,Michigan,Furnishings,4,6,0.00%,57,11,158,236
Office Supplies,Trenton,United States,RF-19735,Roland Fjeld,02-10-22,CA-2022-126074,Profitable,48183,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Central,752,Consumer,06-10-22,Standard Class,Shipped Early,Michigan,Art,4,6,0.00%,23,7,57,85
Office Supplies,Trenton,United States,RF-19735,Roland Fjeld,02-10-22,CA-2022-126074,Profitable,48183,OFF-BI-10000546,Avery Durable Binders,Central,753,Consumer,06-10-22,Standard Class,Shipped Early,Michigan,Binders,4,6,0.00%,1,1,3,4
Technology,San Francisco,United States,YC-21895,Yoseph Carroll,07-04-21,CA-2021-110499,Profitable,94110,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,West,754,Corporate,09-04-21,First Class,Shipped Late,California,Copiers,2,1,20.00%,375,3,1200,1797
Furniture,Los Angeles,United States,MS-17830,Melanie Seite,07-12-20,CA-2020-135272,Profitable,90036,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,West,755,Consumer,12-12-20,Standard Class,Shipped Early,California,Furnishings,5,6,0.00%,29,4,80,120
Furniture,Jacksonville,United States,NB-18655,Nona Balk,18-09-21,CA-2021-140928,Unprofitable,32216,FUR-TA-10001095,Chromcraft Round Conference Tables,South,756,Corporate,22-09-21,Standard Class,Shipped Early,Florida,Tables,4,6,45.00%,-167,4,383,574
Office Supplies,Cottage Grove,United States,DC-13285,Debra Catini,29-12-19,CA-2019-106803,Profitable,55016,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Central,757,Consumer,02-01-20,Standard Class,Shipped Early,Minnesota,Storage,4,6,0.00%,7,2,25,37
Technology,Cottage Grove,United States,DC-13285,Debra Catini,29-12-19,CA-2019-106803,Profitable,55016,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Central,758,Consumer,02-01-20,Standard Class,Shipped Early,Minnesota,Accessories,4,6,0.00%,48,4,120,179
Office Supplies,New York City,United States,CP-12340,Christine Phan,23-07-22,CA-2022-117240,Profitable,10009,OFF-BI-10000848,Angle-D Ring Binders,East,759,Corporate,28-07-22,Standard Class,Shipped Early,New York,Binders,5,6,20.00%,4,3,13,20
Office Supplies,Green Bay,United States,BF-11020,Barry Französisch,18-09-22,CA-2022-133333,Profitable,54302,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Central,760,Corporate,22-09-22,Standard Class,Shipped Early,Wisconsin,Paper,4,6,0.00%,10,4,23,34
Office Supplies,Los Angeles,United States,AR-10510,Andrew Roberts,31-08-20,CA-2020-112319,Profitable,90004,OFF-PA-10003441,Xerox 226,West,761,Consumer,05-09-20,Standard Class,Shipped Early,California,Paper,5,6,0.00%,28,9,58,87
Office Supplies,Atlanta,United States,JC-16105,Julie Creighton,03-11-22,CA-2022-126046,Profitable,30318,OFF-LA-10004484,Avery 476,South,762,Corporate,07-11-22,Standard Class,Shipped Early,Georgia,Labels,4,6,0.00%,6,3,12,19
Technology,Columbus,United States,LH-17020,Lisa Hazard,08-02-20,CA-2020-114923,Unprofitable,43229,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,East,763,Consumer,13-02-20,Standard Class,Shipped Early,Ohio,Phones,5,6,40.00%,-27,3,108,162
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-19,CA-2019-162775,Profitable,71111,OFF-EN-10001990,Staple envelope,South,764,Corporate,15-01-19,Second Class,Shipped Early,Louisiana,Envelopes,2,3,0.00%,5,2,11,17
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-19,CA-2019-162775,Profitable,71111,OFF-EN-10001532,Brown Kraft Recycled Envelopes,South,765,Corporate,15-01-19,Second Class,Shipped Early,Louisiana,Envelopes,2,3,0.00%,25,3,51,76
Technology,Bossier City,United States,CS-12250,Chris Selesnick,13-01-19,CA-2019-162775,Profitable,71111,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,South,766,Corporate,15-01-19,Second Class,Shipped Early,Louisiana,Accessories,2,3,0.00%,259,6,647,969
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-19,CA-2019-162775,Profitable,71111,OFF-BI-10004187,3-ring staple pack,South,767,Corporate,15-01-19,Second Class,Shipped Early,Louisiana,Binders,2,3,0.00%,3,3,6,8
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-19,CA-2019-162775,Profitable,71111,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,South,768,Corporate,15-01-19,Second Class,Shipped Early,Louisiana,Storage,2,3,0.00%,34,6,573,857
Furniture,Saint Petersburg,United States,AJ-10795,Anthony Johnson,14-05-19,CA-2019-106810,Profitable,33710,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,South,769,Corporate,20-05-19,Standard Class,Shipped On Time,Florida,Furnishings,6,6,20.00%,23,2,311,466
Furniture,Arlington,United States,LE-16810,Laurel Elliston,19-05-21,CA-2021-157245,Profitable,22204,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,South,770,Consumer,24-05-21,Standard Class,Shipped Early,Virginia,Chairs,5,6,0.00%,180,2,642,961
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-22,CA-2022-104220,Profitable,50315,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Central,771,Corporate,05-02-22,Standard Class,Shipped On Time,Iowa,Binders,6,6,0.00%,9,2,18,27
Technology,Des Moines,United States,BV-11245,Benjamin Venier,30-01-22,CA-2022-104220,Profitable,50315,TEC-PH-10004614,AT&T 841000 Phone,Central,772,Corporate,05-02-22,Standard Class,Shipped On Time,Iowa,Phones,6,6,0.00%,52,3,207,310
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-22,CA-2022-104220,Profitable,50315,OFF-BI-10000301,GBC Instant Report Kit,Central,773,Corporate,05-02-22,Standard Class,Shipped On Time,Iowa,Binders,6,6,0.00%,16,5,32,48
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-22,CA-2022-104220,Profitable,50315,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Central,774,Corporate,05-02-22,Standard Class,Shipped On Time,Iowa,Binders,6,6,0.00%,3,1,8,12
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-22,CA-2022-104220,Profitable,50315,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Central,775,Corporate,05-02-22,Standard Class,Shipped On Time,Iowa,Art,6,6,0.00%,11,2,40,60
Furniture,Des Moines,United States,BV-11245,Benjamin Venier,30-01-22,CA-2022-104220,Profitable,50315,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Central,776,Corporate,05-02-22,Standard Class,Shipped On Time,Iowa,Furnishings,6,6,0.00%,15,7,35,52
Office Supplies,Cincinnati,United States,DL-12865,Dan Lawera,29-06-19,CA-2019-165974,Profitable,45231,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",East,777,Consumer,06-07-19,Standard Class,Shipped Late,Ohio,Art,7,6,20.00%,4,7,33,49
Furniture,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-20,CA-2020-144267,Profitable,94110,FUR-CH-10002335,Hon GuestStacker Chair,West,778,Home Office,23-08-20,First Class,Shipped Late,California,Chairs,2,1,20.00%,41,3,544,815
Office Supplies,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-20,CA-2020-144267,Profitable,94110,OFF-PA-10000157,Xerox 191,West,779,Home Office,23-08-20,First Class,Shipped Late,California,Paper,2,1,0.00%,28,3,60,90
Office Supplies,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-20,CA-2020-144267,Profitable,94110,OFF-PA-10001947,Xerox 1974,West,780,Home Office,23-08-20,First Class,Shipped Late,California,Paper,2,1,0.00%,12,4,24,36
Office Supplies,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-20,CA-2020-144267,Profitable,94110,OFF-PA-10003657,Xerox 1927,West,781,Home Office,23-08-20,First Class,Shipped Late,California,Paper,2,1,0.00%,2,1,4,6
Office Supplies,Columbus,United States,BM-11785,Bryan Mills,03-10-20,US-2020-157014,Unprofitable,43229,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,East,782,Consumer,06-10-20,Second Class,Shipped On Time,Ohio,Binders,3,3,70.00%,-22,5,32,48
Technology,Columbus,United States,BM-11785,Bryan Mills,03-10-20,US-2020-157014,Unprofitable,43229,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,East,783,Consumer,06-10-20,Second Class,Shipped On Time,Ohio,Accessories,3,3,20.00%,-3,2,24,36
Furniture,Columbus,United States,BM-11785,Bryan Mills,03-10-20,US-2020-157014,Unprofitable,43229,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",East,784,Consumer,06-10-20,Second Class,Shipped On Time,Ohio,Bookcases,3,3,50.00%,-16,1,35,53
Technology,Columbus,United States,BM-11785,Bryan Mills,03-10-20,US-2020-157014,Unprofitable,43229,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,East,785,Consumer,06-10-20,Second Class,Shipped On Time,Ohio,Accessories,3,3,20.00%,1,2,48,72
Office Supplies,Columbia,United States,EA-14035,Erin Ashbrook,23-05-20,CA-2020-154921,Profitable,29203,OFF-EN-10000056,Cameo Buff Policy Envelopes,South,786,Corporate,28-05-20,Standard Class,Shipped Early,South Carolina,Envelopes,5,6,0.00%,88,3,187,280
Office Supplies,Lancaster,United States,CL-12565,Clay Ludtke,17-03-22,CA-2022-129567,Profitable,93534,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,West,787,Consumer,21-03-22,Second Class,Shipped Late,California,Binders,4,3,20.00%,6,2,17,26
Furniture,Lancaster,United States,LT-17110,Liz Thompson,12-12-20,CA-2020-154620,Profitable,93534,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",West,788,Consumer,16-12-20,Standard Class,Shipped Early,California,Chairs,4,6,20.00%,35,2,349,523
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,26-06-20,CA-2020-115938,Profitable,23223,OFF-BI-10001543,GBC VeloBinder Manual Binding System,South,789,Consumer,30-06-20,Standard Class,Shipped Early,Virginia,Binders,4,6,0.00%,69,4,144,216
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,26-06-20,CA-2020-115938,Profitable,23223,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",South,790,Consumer,30-06-20,Standard Class,Shipped Early,Virginia,Storage,4,6,0.00%,4,1,15,23
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,26-06-20,CA-2020-115938,Profitable,23223,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",South,791,Consumer,30-06-20,Standard Class,Shipped Early,Virginia,Binders,4,6,0.00%,21,8,43,64
Furniture,Richmond,United States,SA-20830,Sue Ann Reed,26-06-20,CA-2020-115938,Profitable,23223,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,South,792,Consumer,30-06-20,Standard Class,Shipped Early,Virginia,Chairs,4,6,0.00%,80,3,333,499
Technology,Asheville,United States,JK-15730,Joe Kamberova,20-05-21,CA-2021-105256,Profitable,28806,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,South,793,Consumer,20-05-21,Same Day,Shipped On Time,North Carolina,Phones,0,0,20.00%,85,5,1364,2043
Office Supplies,San Francisco,United States,ES-14020,Erica Smith,20-09-19,CA-2019-156433,Profitable,94110,OFF-LA-10001569,Avery 499,West,794,Consumer,26-09-19,Standard Class,Shipped On Time,California,Labels,6,6,0.00%,5,2,10,15
Office Supplies,San Francisco,United States,ES-14020,Erica Smith,20-09-19,CA-2019-156433,Profitable,94110,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",West,795,Consumer,26-09-19,Standard Class,Shipped On Time,California,Paper,6,6,0.00%,11,4,22,33
Office Supplies,Rochester,United States,RH-19495,Rick Hansen,21-09-22,CA-2022-151428,Profitable,55901,OFF-BI-10000546,Avery Durable Binders,Central,796,Consumer,26-09-22,Standard Class,Shipped Early,Minnesota,Binders,5,6,0.00%,10,7,20,30
Office Supplies,Rochester,United States,DB-13120,David Bremer,24-12-20,CA-2020-124653,Profitable,14609,OFF-PA-10000176,Xerox 1887,East,797,Corporate,26-12-20,First Class,Shipped Late,New York,Paper,2,1,0.00%,64,7,133,199
Office Supplies,Rochester,United States,DB-13120,David Bremer,24-12-20,CA-2020-124653,Profitable,14609,OFF-PA-10002365,Xerox 1967,East,798,Corporate,26-12-20,First Class,Shipped Late,New York,Paper,2,1,0.00%,6,2,13,19
Office Supplies,Rochester,United States,DB-13120,David Bremer,24-12-20,CA-2020-124653,Profitable,14609,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,East,799,Corporate,26-12-20,First Class,Shipped Late,New York,Labels,2,1,0.00%,10,7,22,32
Furniture,Lake Elsinore,United States,CD-11920,Carlos Daly,27-11-20,CA-2020-101910,Profitable,92530,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",West,800,Consumer,03-12-20,Standard Class,Shipped On Time,California,Chairs,6,6,20.00%,18,5,284,425
Furniture,San Diego,United States,HW-14935,Helen Wasserman,20-02-22,CA-2022-105809,Profitable,92105,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",West,801,Corporate,23-02-22,First Class,Shipped Late,California,Furnishings,3,1,0.00%,7,1,22,33
Technology,San Diego,United States,HW-14935,Helen Wasserman,20-02-22,CA-2022-105809,Profitable,92105,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,West,802,Corporate,23-02-22,First Class,Shipped Late,California,Phones,3,1,20.00%,19,2,216,323
Office Supplies,New York City,United States,HW-14935,Helen Wasserman,18-08-21,CA-2021-136133,Profitable,10024,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,East,803,Corporate,23-08-21,Second Class,Shipped Late,New York,Appliances,5,3,0.00%,99,9,355,532
Office Supplies,Monroe,United States,MC-18130,Mike Caudle,12-03-21,CA-2021-115504,Profitable,71203,OFF-PA-10003953,Xerox 218,South,804,Corporate,17-03-21,Standard Class,Shipped Early,Louisiana,Paper,5,6,0.00%,6,2,13,19
Furniture,San Francisco,United States,GM-14440,Gary McGarr,22-04-22,CA-2022-135783,Profitable,94122,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",West,805,Consumer,24-04-22,First Class,Shipped Late,California,Furnishings,2,1,0.00%,6,2,18,27
Office Supplies,Denver,United States,RA-19915,Russell Applegate,01-11-19,CA-2019-134313,Profitable,80219,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,West,806,Consumer,07-11-19,Standard Class,Shipped On Time,Colorado,Art,6,6,20.00%,4,3,43,65
Technology,Denver,United States,RA-19915,Russell Applegate,01-11-19,CA-2019-134313,Profitable,80219,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,West,807,Consumer,07-11-19,Standard Class,Shipped On Time,Colorado,Phones,6,6,20.00%,248,4,1984,2971
Furniture,Omaha,United States,AA-10375,Allen Armold,03-02-20,CA-2020-140921,Profitable,68104,FUR-FU-10003347,Coloredge Poster Frame,Central,808,Consumer,05-02-20,First Class,Shipped Late,Nebraska,Furnishings,2,1,0.00%,11,2,28,43
Technology,Omaha,United States,AA-10375,Allen Armold,03-02-20,CA-2020-140921,Profitable,68104,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,809,Consumer,05-02-20,First Class,Shipped Late,Nebraska,Accessories,2,1,0.00%,51,3,150,225
Office Supplies,Edmonds,United States,ZC-21910,Zuschuss Carroll,13-10-19,CA-2019-151995,Profitable,98026,OFF-AR-10003190,Newell 32,West,810,Consumer,15-10-19,First Class,Shipped Late,Washington,Art,2,1,0.00%,3,4,12,17
Furniture,Edmonds,United States,ZC-21910,Zuschuss Carroll,13-10-19,CA-2019-151995,Profitable,98026,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",West,811,Consumer,15-10-19,First Class,Shipped Late,Washington,Tables,2,1,0.00%,312,5,1299,1945
